N,P,K,temperature,humidity,rainfall,ph,label
1.37,12.95,17.5,28.16,36.49,356.74,7.45,mothbeans
9.95,9.5,18.24,36.66,37.27,386.89,7.25,mothbeans
1.51,9.68,19.08,34.14,34.07,347.97,6.74,mothbeans
5.09,11.95,18.07,25.86,37.79,293.91,7.27,mothbeans
9.37,9.74,18.83,28.47,48.09,407.04,7.29,mothbeans
5.14,12.54,18.98,36.64,44.6,292.93,6.76,mothbeans
5.19,11.67,18.06,26,34.39,308.48,7.22,mothbeans
0.9,10.06,19.09,29.11,39.9,450.17,6.95,mothbeans
9.77,9.44,17.2,31.12,46.41,319.35,6.92,mothbeans
0.19,10.48,18.98,31.31,34.01,454.79,7.3,mothbeans
9.11,11.12,18.29,36.67,33.89,425.35,6.78,mothbeans
0.7,9.67,18.21,34.71,31.89,307.68,7.19,mothbeans
6.7,11.82,18.48,29.54,33.78,278.94,7.17,mothbeans
1.46,10.35,17.55,27.46,41.66,384.33,7.24,mothbeans
7.47,10.32,17.83,32.17,45.75,466.92,6.59,mothbeans
1.39,9.49,19.04,32.8,45.11,281.24,6.98,mothbeans
2.6,12.52,17.44,35.1,30.51,479.15,6.79,mothbeans
7.11,10.09,19.33,36.83,40.55,482.98,7.44,mothbeans
9.56,12.87,18.95,34.27,32.91,480.28,7.29,mothbeans
7.21,9.56,18.25,35.71,37.2,479.28,7.22,mothbeans
2.16,10.03,19.85,26.54,38.39,283.04,6.83,mothbeans
8.58,9.17,19.24,30.42,39.47,396.14,6.98,mothbeans
4.03,9.23,17.95,27.19,41.78,310.33,7.14,mothbeans
6.06,12.99,18.09,29.98,34.22,253.97,7.26,mothbeans
0.18,9.21,19.71,26.56,39.96,257.14,7.04,mothbeans
7.48,11.51,17.68,35.38,43.94,448.3,7.36,mothbeans
2.17,12.29,19.16,30.66,40.71,355.88,7.28,mothbeans
1.34,9.79,17.66,28.61,49.31,381.85,6.65,mothbeans
3.82,12.4,17.53,25.83,47.53,360.48,6.62,mothbeans
1.02,10.87,18.78,33.45,34.68,309.49,6.63,mothbeans
2.43,9.76,18.43,30.86,37.75,260.95,6.63,mothbeans
2,9.99,17.76,34.58,33.42,257.59,6.78,mothbeans
2.11,9.29,17.14,27.8,36.24,486.52,6.94,mothbeans
6.59,10.52,18.22,25.97,35.48,357.3,7.07,mothbeans
3.95,11.94,17.75,30.57,47.72,314.56,6.52,mothbeans
9.15,10.59,17.14,27.25,38.05,469.94,7.01,mothbeans
3.3,9.96,19.49,34.73,32.99,482.53,6.74,mothbeans
7.44,9.61,18.86,32.83,44.79,409.76,7.2,mothbeans
6.92,11.67,17.78,31.12,48.73,314.72,6.8,mothbeans
9.56,10.98,19.46,31.42,45.71,424.15,6.57,mothbeans
2.62,11.87,19.63,25.96,47.84,408.04,6.57,mothbeans
4.74,10.36,17.94,35.2,38.91,483.51,7.08,mothbeans
4.2,12.44,18.45,32.67,31.86,297.22,6.99,mothbeans
8.24,12.11,17.71,31.81,37.28,419.75,6.53,mothbeans
0.97,12.82,19.31,26.07,41.13,265.88,7.18,mothbeans
7.45,12.64,19.89,35.41,37.8,264.26,6.98,mothbeans
9.64,10.26,17.82,35.02,40.31,314.25,7.4,mothbeans
6.76,10.9,19.74,25.72,45.1,484.9,7.15,mothbeans
3.45,12.45,19.29,29.69,31.32,473.45,7.42,mothbeans
9.17,12.75,18.39,35.84,37.7,420.62,6.81,mothbeans
3.77,9.71,19.17,28.54,45.25,477.32,6.58,mothbeans
7.68,11.3,18.81,31.93,45.3,252.38,6.67,mothbeans
1.81,10.65,18.79,33.84,36.97,453.29,7.29,mothbeans
2.56,9.95,17.99,27.07,39.21,439.02,6.55,mothbeans
4.85,9.02,19.28,25.35,44.76,354.8,7.41,mothbeans
1.11,11.09,17.67,29.53,44,375.39,7.01,mothbeans
1.25,10.61,19.2,31.22,40.36,284.17,6.96,mothbeans
8.79,10.33,17.95,34.17,36.03,441.3,7.37,mothbeans
2.04,10,18.98,27.8,42.81,361.73,7.3,mothbeans
1.97,9.9,17.83,33.09,31.15,262.34,6.68,mothbeans
9.87,10.72,18.45,36.09,49.03,328.16,6.64,mothbeans
4.13,10.43,17.96,25.3,40.34,267.06,7.16,mothbeans
8.53,12.17,19.23,29.5,36.22,278.22,6.87,mothbeans
1.18,9.08,18.5,28.35,39.45,362.23,7.13,mothbeans
57.42,45.56,92.86,26.44,61.94,946.3,7.03,mango
83.45,45.52,95.88,25.99,63.84,991.64,6.84,mango
78.11,44.68,90.29,29.81,54.27,915.19,7.07,mango
80.51,49.1,85.2,24.7,50.03,944.14,6.13,mango
93.92,47.36,86.48,28.91,61.21,940.06,7.04,mango
94.04,47.73,87.85,27.33,53.9,954.9,6.48,mango
98.82,44.06,94.4,28.65,53.79,983.88,7.29,mango
68.03,47.32,84.24,29.2,50.93,953.33,6.01,mango
59.95,45.57,83.84,28.35,52.11,909.74,6.73,mango
64.04,45.97,90.58,29.43,56.55,962.95,7.21,mango
86.57,48.74,99.21,27.2,52.88,989.69,6.22,mango
52.3,44.59,92.44,24,68.7,947.94,6.6,mango
81.37,45.99,93.07,25.33,57.4,908.58,6.74,mango
56.5,44.46,85.56,26,64.87,902.07,7.07,mango
77.5,49.88,88.64,29.06,64.09,933.77,6.3,mango
92.4,44.12,84.88,26.46,63.05,921.63,7.27,mango
77.14,48.36,94.5,26.46,63.24,973.74,7.49,mango
85.22,46.6,96.91,24.87,60.37,949.49,6.12,mango
87.2,45.34,85.51,24.2,58.97,954.44,7.18,mango
85.87,44.59,97.62,27.85,63.07,922.21,6.14,mango
79.52,46.28,92.54,27.11,58.88,976.21,7.15,mango
67.62,49.5,97.85,25.07,62.26,914.43,7.4,mango
91.78,47.33,93.34,25.61,68.62,955.78,6.82,mango
64.64,46.01,93.66,28.21,66.89,980.41,6.75,mango
72.26,47.53,91.6,28.98,68.93,951.64,6.63,mango
71.01,49.74,90.55,26.86,62.13,961.24,6.11,mango
51.91,49.41,98.82,29.49,55.53,924.08,6.75,mango
59.31,47.45,93.9,27.46,56.47,946.65,6.02,mango
54.38,49.22,89.19,29.53,57.18,992.88,6.24,mango
75.45,46.86,98.45,26.24,53.65,999.16,6.14,mango
97.06,45.71,94.57,25.21,58.75,923.35,6.15,mango
94.66,48.13,83.97,26.3,51.81,992.84,6.24,mango
82.05,44.79,99.49,29.64,52.66,955,6.15,mango
68.72,44.42,93.51,28.23,65.06,998.98,7.4,mango
74.09,46.57,94.81,27.99,50.38,954.72,6.68,mango
90.4,46.6,94.84,27.01,58.9,973.45,7.04,mango
95.59,46.91,91.37,25.52,52.03,912.18,6.13,mango
78.06,45.69,91.24,26.93,64.13,911.35,6.8,mango
58.81,44.65,85.52,25.08,65.44,922.73,7.28,mango
99.57,45.4,84.22,24.51,50.6,922.43,6.06,mango
81.75,48.36,99.19,25.91,67.09,989.21,6.17,mango
61.66,47.06,99.23,25.41,60.17,919.58,7.48,mango
72.94,48.79,87.32,28.17,56.46,977.16,6.02,mango
60.86,48.84,95.96,26.91,54.25,947.62,7.49,mango
93.98,46,87.67,26.68,56.04,922.61,6.31,mango
68.54,46.95,88.43,24.11,54.4,921.39,6.12,mango
53.1,45.83,94.04,29.41,57.76,906.87,7.33,mango
92.76,47.11,91.97,25.71,67.32,974.79,6.56,mango
62.53,48.57,95.68,27.27,51.1,964.88,6.33,mango
64.42,45,90.07,26.91,53.1,928.57,6.49,mango
68.79,44.54,85.12,24.96,56.55,981.17,6.74,mango
98.96,44.51,95.15,27.24,68.86,919.01,7.18,mango
53.32,49.64,98,28.39,55.12,952.54,6.39,mango
86.39,45.72,83.89,27.52,52.2,942.16,6.25,mango
80.78,49.92,95.23,26.8,59.08,931.76,6.88,mango
61.62,46.09,87.17,28.16,69.07,992.89,6.04,mango
60.33,46.52,87.37,28.82,65.41,921.75,7.48,mango
64.45,46.32,98.26,25.05,64.67,952.04,7.14,mango
76.88,46.6,99.98,25.29,63.4,901.47,6.17,mango
89.26,49.73,93.99,26.26,54.19,934.61,6.09,mango
66.2,47.5,95.59,25.32,65.91,922.16,6.44,mango
59.9,49.65,91.61,27.29,69.71,972.45,6.16,mango
68.62,45.76,89.19,29.87,63.62,977.6,7.5,mango
95.92,45.41,88.32,29.7,60.71,911.19,6.34,mango
72.06,48.54,88.19,28.57,51.82,946.97,6.43,mango
55.04,46.95,95.29,25.99,61.3,963.92,7.2,mango
81.69,46.67,83.34,25.3,63.97,981.56,6.45,mango
77.87,46.68,86,29.73,66.82,969.85,7.45,mango
79.63,48.9,98.22,27.82,56.08,964.86,6.56,mango
58.98,48.01,88.85,25.91,55.94,912.57,7.04,mango
95.15,45.58,92.11,25.03,60.26,985.71,6.18,mango
75.73,45.8,96.14,28.32,63.76,989.35,6.64,mango
57.59,48.45,83.09,25.32,62.88,996.16,6.38,mango
87.18,48.71,83.39,27.3,50.86,910.85,7.45,mango
95.09,45.8,85.54,25.24,56.74,914.81,6.03,mango
62.62,46.28,92.96,27.28,59.33,979.2,7.04,mango
99.51,49.23,90.38,28.6,55.26,990.36,7.41,mango
52.34,45.95,90.47,26.27,57.09,925.73,7.05,mango
63.95,49.94,85.22,24.56,64.72,910.55,7.37,mango
63.3,45.7,93.68,29.85,64.64,907.84,6.44,mango
55.05,46.73,85.02,24.8,68.98,946.23,7.02,mango
71.52,47.95,89.3,29.1,63.97,987.8,7.26,mango
69.98,46.95,88.6,26.83,58.92,945.39,6.12,mango
69.84,47.29,97.87,28.41,54.63,909.12,7.4,mango
77.71,44.56,93.79,26.02,63.39,926.45,6.52,mango
81.99,46.09,97.6,27.7,69.73,918.53,6.31,mango
80.2,44.26,90.88,27.06,52.96,974.78,7.01,mango
77.39,45.65,83.02,29.58,67.01,900.17,6.18,mango
98.11,45.39,88.58,26.91,55.83,924.82,7.13,mango
85.07,46.66,88.7,24.05,50.23,981.56,7.45,mango
84.98,45.07,87.71,25.33,56.67,999.13,6,mango
86.82,44.25,90.86,25.94,54.48,963.06,6.6,mango
52.34,44.9,83.56,26.74,57.85,911.71,6.25,mango
76.04,46.8,99.21,26.14,53.98,905.8,7.37,mango
82.05,44.67,96.35,24.01,57.7,984.69,6.15,mango
89.47,46.62,93.97,29.86,67.24,971.78,6.01,mango
96.1,49.5,97.08,24.13,50.42,994.4,7.03,mango
72.06,44.85,88.11,27.6,67.1,942.45,7.27,mango
67.51,44.87,93.99,25.31,54,936.34,6.02,mango
97.73,49.86,96.37,28.39,65.48,946.88,6.06,mango
135.84,25.7,47.57,30.21,65.96,716.77,6,maize
132.92,23.44,48.95,28.48,54.89,549.41,6.58,maize
146.46,24.3,49.33,30.73,51.93,645.31,6.05,maize
142.64,24.99,42.37,29.81,56.01,522.49,6.32,maize
128.22,25.5,46.41,28.12,61.73,668.25,6.97,maize
141.29,23.62,48.62,29.88,56.81,753.4,6.7,maize
135.45,23.67,48.06,31.42,63.15,638.76,6.46,maize
137.27,23.94,42.12,30.6,55.9,528.09,6.83,maize
140.87,23.56,43.35,29.17,52.63,639.87,6.04,maize
127.79,24.61,46.61,30.54,69.67,533.25,6.79,maize
128.29,23.43,42.71,30.93,67.09,667.05,6.47,maize
143.43,24,48.75,30.3,57.29,641.16,6.98,maize
144.53,22.5,43.11,30.22,53.91,758.31,6.6,maize
132.91,23.79,43.9,28.12,55.43,502.13,6.25,maize
131.62,22.92,48.65,30.82,63.51,653.74,6.07,maize
136.17,24.64,45.75,29.52,67.93,782.77,6.98,maize
135.91,22,44.42,28.81,52.25,501.22,6.8,maize
142.21,22.39,47.66,31.98,62.27,590.94,6.21,maize
125.92,22.84,46.93,29.88,52.51,529.97,6.16,maize
123.9,22.67,46.81,28.91,59.26,507.32,6.03,maize
133.73,23.13,47.57,30.81,64.37,735.05,6.36,maize
126.25,25.62,43.82,28.75,64.8,749.61,6.81,maize
140.12,23.04,45.54,30.77,63.05,502.7,6.69,maize
134.72,23.52,44.28,29.57,64.02,746.26,6.94,maize
149.88,23.05,48.59,29.32,60.88,606.59,6.6,maize
128.37,23.08,47.7,29.11,55.03,796.4,6.04,maize
134.62,25.1,45.8,30.5,63.13,640.58,6.85,maize
149.84,24.65,46.95,31.05,68.85,520.72,6.3,maize
134.43,23.05,49.08,30.31,56.79,754.13,6.91,maize
124.73,24.56,47.06,31.19,58.7,602.08,6.25,maize
125.99,25.78,42.13,29.87,57.07,538.61,6.28,maize
147.81,22.81,45.92,31.47,60.14,676.01,6.41,maize
134.46,24.94,44.32,31.85,58.47,515.7,6.75,maize
133.55,25.35,42.74,31.22,57.49,782.95,6.2,maize
149.07,25.66,44.09,28.35,56.39,659.21,6.21,maize
137.32,23.39,48.98,30.85,53.95,525.39,6.33,maize
134.55,24.32,45.49,31.61,67.22,500.76,6.69,maize
149.37,24.74,46.16,31.7,56.16,504.96,6.04,maize
142.64,25.47,45.68,30.81,63.17,712.14,6.57,maize
146.53,24.16,44.86,29.17,66.61,776.35,6.62,maize
146.7,22.01,48.63,30.38,54.77,599.32,6.36,maize
140.74,22.2,46.6,31.89,56.59,508.6,6.59,maize
125.37,22.98,49.07,29.69,57.89,569.82,6.05,maize
140.37,23.02,47.42,28.29,61.98,739.25,6.55,maize
143.27,23.06,43,28.29,64.75,731.74,6.8,maize
121.31,24.98,43.25,31.12,64.79,644.46,6.91,maize
130.3,22.09,47.21,30.49,61.31,762.82,6.53,maize
122.33,25.08,43.45,28.58,59.91,623.79,6.93,maize
126.7,25.78,42.33,28.84,65.88,570.71,6.73,maize
130.62,25.5,47.12,29.99,68.31,718.39,6.06,maize
123.49,23.29,48.98,31.51,68.19,545.26,6.53,maize
131.82,22.77,44.26,30.2,60.53,743.65,6.67,maize
135.87,25.08,43.93,31.98,58.76,712.94,6.51,maize
142.81,24.08,42.37,28.46,57.15,543.51,6.99,maize
140.29,24.64,48.7,28.24,53.41,761.6,6.31,maize
137.82,22.19,44.16,29.45,62.02,518.94,6.35,maize
141.98,22.8,46.84,29.85,64.67,653.49,6.41,maize
147.24,22.6,47.44,28.29,53.87,743.34,6.56,maize
124.1,25.44,46.21,30.75,53.63,511.59,6.89,maize
125.63,22.84,45.61,29.38,66.58,795.61,6.77,maize
142.54,22.38,47.1,31.88,68.06,678.87,6.56,maize
137.98,22.81,47.21,30.57,66,621.23,6.96,maize
120.71,25.39,45.74,28.61,53.09,760.12,6.32,maize
145.97,24.63,43.95,31.95,50.83,739.66,6.7,maize
132.8,25.21,47.41,30.63,52.96,568.68,6.84,maize
126.18,23.72,49.09,30.17,55.12,655.4,6.65,maize
126.78,24.36,42.16,31.77,53.84,631.22,6.45,maize
147.17,22.64,44.17,28.97,53.9,705.21,6.77,maize
140.63,22.41,48.67,28.03,67.71,593.93,6.34,maize
120.55,23.63,49.92,30.54,55.02,554.52,6.96,maize
146.05,25.87,46.82,29.06,51.14,577.29,6.58,maize
124.53,24.03,43.57,31.31,50.9,766.69,6.8,maize
142.57,22.4,47.28,28.77,64.38,724.65,6.71,maize
143.01,24.96,46.73,30.11,69.55,615.56,6.7,maize
146.08,25.45,47.84,30.95,53.19,502.21,6.21,maize
143.22,23.9,45.45,29.77,55.66,732.99,6.51,maize
140.91,22.92,48.4,31.47,57.08,606.19,6.9,maize
132.07,22.01,42.73,30.27,54.28,607.04,6.21,maize
128.94,24.64,43.34,29.68,58.78,669.98,6.04,maize
148.15,22.01,46.4,29.17,67.94,601.46,6.12,maize
146.41,22.6,48.82,29.57,64.72,596.16,6.05,maize
133.2,24.52,48.43,28.02,56.22,774.47,6.08,maize
143.08,23.98,45.41,28.23,57.45,654.28,6.52,maize
145.13,24.65,44.56,31.9,67.74,556.28,6.44,maize
130.94,25.61,45.53,31.75,62.74,572.6,6.65,maize
142.45,25.79,48.67,31.87,51.02,572.8,6.82,maize
127.02,22.57,43.13,31.89,68.14,603.2,6.37,maize
137.2,22.83,49.27,28.24,52.48,566.63,6.56,maize
135.62,22.62,42.98,31.72,54,646.96,6.76,maize
144.34,25.22,46.35,31.39,55.24,772.23,6.69,maize
134.95,24.43,45.6,29.8,65.5,709.59,6.34,maize
129.26,22.86,48.25,28.7,55.51,528.1,6.69,maize
120.67,25.68,42.9,28.14,58.87,717.58,6.92,maize
124.49,24.69,49.51,30.81,64.9,541.6,6.78,maize
142.77,24.79,44.14,29.93,55.45,610.75,6.45,maize
127.51,23.77,46.18,31.69,69.3,718.69,6.07,maize
131.44,22.21,46.99,28.66,62.32,674.36,6.63,maize
148.53,22.4,45.17,28.76,58.32,588.42,6.33,maize
149.41,22.01,45.58,30.14,69.91,727.33,6.31,maize
132.34,22.94,45.19,28.64,68.78,796.11,6.03,maize
10.23,22.21,30.6,18.16,51.2,299.25,6.51,lentil
14.78,21.43,17.03,28.69,56.25,279.41,6.53,lentil
13.9,20.19,28.43,21.32,58.61,431.68,6.57,lentil
14.79,20.89,30.54,28.62,50.78,367.34,6.04,lentil
17.21,18.14,28.01,20.99,59.56,358.84,6.35,lentil
16.5,17.08,26.84,26.34,56.49,309.79,6.39,lentil
18.46,23.04,25.57,28.15,55.09,482.79,7.29,lentil
19.72,13.24,22.23,18.47,58.49,329.05,6.54,lentil
14.3,14.07,20.1,24.8,59.68,298.3,7.31,lentil
14.27,21.82,17.7,24.83,50.79,305.38,6.59,lentil
14.3,17.05,26.21,18.99,52.59,476.02,7.4,lentil
15.83,21.47,30.68,22.35,52.08,397.93,6.68,lentil
10.6,16.84,29.26,22.47,53.36,328.41,7.13,lentil
19.78,20.64,31.33,20.33,59.65,325.86,7.47,lentil
19.19,24.63,31.57,27.25,53.24,494.36,6.75,lentil
13.41,17.84,30.32,23.09,59.72,330.33,6.93,lentil
19.92,13.15,19.11,24.58,53.46,270.99,6.84,lentil
15.91,22.09,25.01,27,55.26,351.64,7.45,lentil
12.11,25,21.21,24.73,59.07,269.1,7.34,lentil
13.4,22.99,24.78,19.78,52.4,448.45,6.25,lentil
16.07,14.45,32.89,18.71,58.22,293.69,7.05,lentil
14.75,20.75,32.65,23.9,54.75,284.67,6.63,lentil
19.47,25.08,27.63,29.7,52.48,373.59,6.69,lentil
16.29,21.46,21.06,20.72,50.45,472.59,6.18,lentil
18.68,15.1,24.83,18.35,50.04,443.56,6.79,lentil
11.66,20.01,27.39,21.3,56.87,451.4,7.3,lentil
10.49,16.85,30.63,24.44,52.07,297.81,6.71,lentil
14.42,16.65,28.18,27.11,50.32,367.65,7.19,lentil
13.05,20.86,22.08,25.71,51.63,446.77,6.57,lentil
16.53,17.51,18.04,21.8,55.24,281.86,6.4,lentil
14.23,15.85,32.4,22.84,50.62,332.57,7.12,lentil
13.59,21.82,21.34,24.46,52.08,455.98,7.14,lentil
19.13,24.38,24.21,18.24,58.98,323.92,6.93,lentil
13.86,22.61,26.39,28.88,56.87,420.62,6.79,lentil
14.45,22.98,29.28,29.37,58.23,313,7.32,lentil
13.21,24.34,24.01,23.27,50.8,469.46,7.38,lentil
18.23,20.96,23.63,24.47,50.49,495.13,6.26,lentil
18.81,13.14,32.95,21.58,50.29,488.95,6.35,lentil
16.92,22.66,31.12,20.21,53.71,392.71,6.85,lentil
14.06,21.72,30.33,26.53,57.85,488.96,6.13,lentil
12.25,23.88,27.13,29.33,56.72,295.9,7.02,lentil
15.18,23.1,28.42,23.17,52.53,435.07,6.67,lentil
19.49,18.47,32.41,24.24,58.51,254.95,7.42,lentil
11.07,23.65,21.59,28.32,53.51,456.73,6.58,lentil
16.23,13.71,32.22,19.79,52.89,439.85,6.01,lentil
11.87,22.53,30.42,21.67,56.9,464.54,6.55,lentil
14.3,13.73,21.58,24.84,55.49,491.24,7.38,lentil
15.96,15.18,29.43,24.18,50.41,352.02,6.83,lentil
11.82,24.49,30.11,25.22,58.31,326.99,7.11,lentil
13.69,22.18,25.16,26.45,55.72,338.14,7.2,lentil
19.44,25.44,30.54,28.17,57.33,393.25,6.12,lentil
10.17,20.63,27.6,21.93,59.46,321.56,7.11,lentil
14.05,25.7,20.18,19.17,56.92,346.74,7.27,lentil
18.39,22.51,23.99,26.01,57.19,477.46,7.03,lentil
18.12,15.17,31.79,21.47,58.78,257.53,6.34,lentil
18.99,20.81,25.19,28.59,56.87,450.22,7.12,lentil
15.18,14.35,28.37,19.19,53.97,347.6,7.32,lentil
10.05,25.5,26.92,26.99,51.39,455.01,7.13,lentil
16.57,18.79,33,19.91,52.32,491.97,6.9,lentil
18.83,23.29,24.32,19.76,55.15,426.75,7.25,lentil
13.79,22.14,26.62,23.84,51.69,381.79,6.81,lentil
19.38,19.15,32.25,21.9,52.17,493.91,6.09,lentil
10.63,21.22,18.88,19.35,54.11,387.67,6.38,lentil
18.26,15.39,28.24,21.83,56.4,291.64,6.4,lentil
16.33,16.67,25.4,19.82,57.79,405.46,6.34,lentil
12.27,25.59,20.63,25.08,58.63,499.25,6.91,lentil
17.99,13.28,25.24,23.64,57.74,443.96,7.39,lentil
13.35,14.17,24.72,18.52,51.83,357.51,6.44,lentil
19.72,24.15,32.07,24.04,55.45,369.18,7.19,lentil
11.46,23.09,26.51,23.21,52.92,285.39,6.12,lentil
15.53,23.42,17.52,28.38,58.56,407.77,6.21,lentil
18.32,15.96,26.98,25.84,58.28,491.28,6.33,lentil
12.59,17.13,21.79,25.73,57.77,295.2,7.46,lentil
14.32,25.71,26.41,28.68,57.11,320.9,6.67,lentil
13.17,13.35,21.18,25.39,51.8,345.34,6.39,lentil
13.57,17.54,24.11,28.29,54.77,357.47,6.41,lentil
15.82,16.38,20.55,28.31,54.29,473.19,7.33,lentil
10.96,17.84,31.28,25.46,56.75,437.24,6.22,lentil
11.25,25.07,17.11,25.66,52.36,353.13,6.94,lentil
13.5,25.48,17.01,24.81,53.01,395.88,7.35,lentil
15.94,22.88,25.05,21.56,58.6,264.48,6.05,lentil
17.11,25.59,23.55,26.72,54.46,460.91,6.45,lentil
16.11,22.21,19.87,26.59,52.98,375.19,6.3,lentil
18,25.02,20.9,22.44,51.17,413.93,6.34,lentil
14.92,15.18,21.11,20.12,56.87,428.22,6.49,lentil
14.8,18.6,32.47,25.37,58.61,351.62,6.2,lentil
12.68,25.13,22.39,29.68,53.82,301.8,6.01,lentil
15.45,24.91,26.11,26.78,51.99,321.38,6.76,lentil
13.02,20.42,21.72,27.58,52.07,484.61,6.29,lentil
18.25,14.24,32.05,24.6,56,267.36,6.5,lentil
13.15,13.59,20.18,20.84,53.11,444.97,6.4,lentil
10.02,19.36,30.92,23.86,52.79,317.91,6.18,lentil
12.62,24.65,26.38,18.98,56.89,332.59,6.74,lentil
12.41,19.11,22.03,21.55,59.94,287.06,6.98,lentil
16.95,19.91,20.21,25.31,55.46,301.42,6.9,lentil
11.23,25.04,19.46,19.53,58.6,433.27,7.05,lentil
18.07,18.15,19.14,21.07,57.1,347,6.37,lentil
20,16.79,21.24,20.78,55.05,342.63,6.65,lentil
16.97,22.23,31.81,26.27,51.43,343.7,7.21,lentil
17.72,16.04,23.53,23.49,52.54,428.3,6.93,lentil
29.44,22.48,23.36,24.16,50.12,529.67,6.03,kidneybeans
25.96,24.55,20.59,26.73,57.07,478.82,6.18,kidneybeans
22.51,22.56,21.25,29.06,51.86,522.36,7.29,kidneybeans
23.58,24.61,21.94,25.1,69.02,426.21,6.81,kidneybeans
25.94,24.52,23.8,22.8,50.76,517.86,7.36,kidneybeans
22.52,24.99,24.91,28.03,58.12,439.54,6.41,kidneybeans
23.49,23.76,23.56,21.6,63.8,592.76,6.79,kidneybeans
27.32,23.3,23.63,23.98,55.16,430.94,6.92,kidneybeans
27.66,25.28,23.11,29.72,69.35,485.67,6.62,kidneybeans
28.68,25.87,23.59,18.71,63.12,575.02,6.84,kidneybeans
21.1,24.05,20.35,19.89,55.31,421.08,6.33,kidneybeans
21.34,25.56,21.07,21.62,52.88,572.07,6.4,kidneybeans
27,22.05,22.78,21.21,50.83,492.49,7.21,kidneybeans
24.48,24.01,23.13,28.45,50.76,458.71,7.08,kidneybeans
23.58,23.45,20.62,26.79,61.49,566.6,6.7,kidneybeans
27.67,24.85,22.47,25.84,64.04,550.15,7.43,kidneybeans
24.9,22.78,21.51,23.31,59.14,572.55,6.41,kidneybeans
24.14,22.05,24.81,29.57,68.37,431.21,6.29,kidneybeans
27.99,23.4,22.65,18.29,61.49,585.89,7.08,kidneybeans
22.81,22.9,20.78,24.37,59.28,451.5,6.77,kidneybeans
26.05,23.21,21.48,26.36,56.96,400.66,6.18,kidneybeans
22.56,24.68,24.17,28.78,51.14,498.73,6.39,kidneybeans
21.4,23.2,21.87,29.86,53.78,582.9,6.82,kidneybeans
23.5,22.88,23.61,29.11,63.89,516.55,7.14,kidneybeans
22.89,24.53,22.33,29.39,61.39,527.12,6.39,kidneybeans
23.95,24.66,20.06,29.26,60.43,569.77,7.34,kidneybeans
27.79,25.28,24.08,28.66,57.63,489.41,7.08,kidneybeans
24.01,24.32,22.73,22,50.42,543.91,6.85,kidneybeans
20.86,22.01,23.15,20.98,69.03,449.9,7.47,kidneybeans
27.25,24.01,24.73,24.8,61.48,426.52,7.42,kidneybeans
25.69,22.23,20.67,28.78,51.9,402.74,6.13,kidneybeans
29.54,24.92,23.87,23.86,53.53,470.24,7.39,kidneybeans
23.36,23.04,22.34,27.01,69.01,518.23,6.66,kidneybeans
23.34,23.94,20.24,19.97,51.95,479.4,6.43,kidneybeans
20.21,25.6,21.56,19.48,65.1,432.78,7.14,kidneybeans
29.54,22.92,20.99,20.4,52.25,459.19,6.21,kidneybeans
24.02,23.2,20.62,18.71,61.55,474.41,6.67,kidneybeans
29.6,22.85,24.36,28.28,56.39,582.2,6.98,kidneybeans
25.81,24.62,23.02,26.05,61.87,520.13,6.32,kidneybeans
20.56,23.9,22.28,26.57,61.87,414.64,6.62,kidneybeans
23.92,22.27,21.17,25.25,58.83,404.02,6.87,kidneybeans
28.58,24.08,20.02,26.23,58.69,490.72,6.86,kidneybeans
29.53,23.29,20.14,19.28,53.26,595.1,6.59,kidneybeans
26.63,23.15,22.74,24.75,50.64,458.03,6.37,kidneybeans
21.79,25.56,22.8,27.77,51.12,487,6.1,kidneybeans
26.67,24.43,20.37,22.13,52.05,497.39,7.28,kidneybeans
29.18,24.37,24.02,18.66,63.08,444.52,7.29,kidneybeans
23.66,24.85,20.44,21.4,57.5,459.2,6.07,kidneybeans
25.07,25.71,20.2,27.69,61.8,566.27,6.08,kidneybeans
29.3,23.55,20.12,26.02,60.81,536.21,6.81,kidneybeans
20.36,24.38,22.12,21.08,53.71,436.72,6.31,kidneybeans
24.86,25.57,20.41,27.2,52.58,444.01,6.24,kidneybeans
20.84,24.13,22.22,29.77,65.59,437.09,6.5,kidneybeans
27.16,25.11,21.67,23.97,55.31,592.74,7.24,kidneybeans
21.21,22.94,24.13,28.83,56.06,504.14,6.58,kidneybeans
25.33,22.55,21.96,25.15,52.88,594.67,6.41,kidneybeans
22.94,22.3,23.52,28.49,51.19,504.05,7.02,kidneybeans
21.65,23.27,20.29,27.74,52.6,431.2,6.69,kidneybeans
29.83,22.19,21.65,29.75,55.95,579.86,6.35,kidneybeans
24.65,25.82,24.86,22.04,57.2,477.41,6.09,kidneybeans
26.22,25.21,21,21.91,64.26,471.82,7.03,kidneybeans
24.87,23.69,22.34,29.06,51.67,483.09,6.83,kidneybeans
24.72,25.69,23.23,20.11,51.24,580.17,7.25,kidneybeans
20.34,24.33,20.62,23.84,50.09,502.43,7.48,kidneybeans
26.79,22.76,20.55,26.81,52.94,547.2,6.72,kidneybeans
20.65,24.09,20.47,22.58,57.66,414.8,6.42,kidneybeans
22.13,23.92,22.2,21.23,61.2,492.3,6.01,kidneybeans
26.21,25.08,22.38,18.62,67.22,564.59,7.26,kidneybeans
26.29,22.4,21.72,28.78,65.53,466.38,6.83,kidneybeans
26.59,23.15,22.23,28.22,67.7,431.39,6.55,kidneybeans
